,QUARTER,TIME_REMAINING,AWAY_SCORE,HOME_SCORE,POINT_DIFF,TIME_ELAPSED,indicator
64,3,2023-04-01 01:50:00,58,64,-6,0 days 00:07:00,7
65,3,2023-04-01 01:43:00,58,66,-8,0 days 00:22:00,22
66,3,2023-04-01 01:21:00,58,66,-8,0 days 00:05:00,5
67,3,2023-04-01 01:16:00,58,68,-10,0 days 00:01:00,1
68,3,2023-04-01 01:15:00,58,68,-10,0 days 00:20:12,20
69,3,2023-04-01 00:54:48,58,68,-10,0 days 00:00:54,0
70,3,2023-04-01 00:53:54,58,68,-10,0 days 00:01:48,1
71,3,2023-04-01 00:52:06,60,68,-8,0 days 00:16:54,16
72,3,2023-04-01 00:35:12,60,71,-11,0 days 00:13:18,13
73,3,2023-04-01 00:21:54,62,71,-9,0 days 00:16:18,16
74,3,2023-04-01 00:05:36,62,71,-9,0 days 00:02:36,2
75,3,2023-04-01 00:03:00,62,71,-9,0 days 00:02:54,2
76,3,2023-04-01 00:00:06,62,71,-9,0 days 00:00:06,0
77,3,2023-04-01 00:00:00,62,71,-9,-1 days +12:00:00,2020-01-01 00:00:00
0,4,2023-04-01 12:00:00,62,71,-9,0 days 00:26:00,2020-01-01 00:00:00
1,4,2023-04-01 11:34:00,62,71,-9,0 days 00:01:00,1
2,4,2023-04-01 11:33:00,62,71,-9,0 days 00:15:00,15
3,4,2023-04-01 11:18:00,62,71,-9,0 days 00:02:00,2
4,4,2023-04-01 11:16:00,62,71,-9,0 days 00:05:00,5
5,4,2023-04-01 11:11:00,62,71,-9,0 days 00:02:00,2
6,4,2023-04-01 11:09:00,62,71,-9,0 days 00:08:00,8
7,4,2023-04-01 11:01:00,62,71,-9,0 days 00:00:00,0
8,4,2023-04-01 11:01:00,62,71,-9,0 days 00:18:00,18
9,4,2023-04-01 10:43:00,62,71,-9,0 days 00:02:00,2
10,4,2023-04-01 10:41:00,62,71,-9,0 days 00:12:00,12
11,4,2023-04-01 10:29:00,62,71,-9,0 days 00:00:00,0
12,4,2023-04-01 10:29:00,63,71,-8,0 days 00:00:00,0
13,4,2023-04-01 10:29:00,63,71,-8,0 days 00:00:00,0
14,4,2023-04-01 10:29:00,64,71,-7,0 days 00:10:00,10
15,4,2023-04-01 10:19:00,64,71,-7,0 days 00:07:00,7
16,4,2023-04-01 10:12:00,64,71,-7,0 days 00:00:00,0
17,4,2023-04-01 10:12:00,64,71,-7,0 days 00:00:00,0
18,4,2023-04-01 10:12:00,64,71,-7,0 days 00:08:00,8
19,4,2023-04-01 10:04:00,64,71,-7,0 days 00:02:00,2
20,4,2023-04-01 10:02:00,64,71,-7,0 days 00:16:00,16
21,4,2023-04-01 09:46:00,64,71,-7,0 days 00:00:00,0
22,4,2023-04-01 09:46:00,64,71,-7,0 days 00:00:00,0
23,4,2023-04-01 09:46:00,64,71,-7,0 days 00:13:00,13
24,4,2023-04-01 09:33:00,64,71,-7,0 days 00:02:00,2
25,4,2023-04-01 09:31:00,64,71,-7,0 days 00:00:00,0
26,4,2023-04-01 09:31:00,64,71,-7,0 days 00:11:00,11
27,4,2023-04-01 09:20:00,64,71,-7,0 days 00:00:00,0
28,4,2023-04-01 09:20:00,64,71,-7,0 days 00:11:00,11
29,4,2023-04-01 09:09:00,64,71,-7,0 days 00:01:00,1
30,4,2023-04-01 09:08:00,64,71,-7,0 days 00:00:00,0
31,4,2023-04-01 09:08:00,64,71,-7,0 days 00:12:00,12
32,4,2023-04-01 08:56:00,64,71,-7,0 days 00:04:00,4
33,4,2023-04-01 08:52:00,66,71,-5,0 days 00:24:00,24
34,4,2023-04-01 08:28:00,66,71,-5,0 days 00:00:00,0
35,4,2023-04-01 08:28:00,66,71,-5,0 days 00:00:00,0
36,4,2023-04-01 08:28:00,66,72,-6,0 days 00:00:00,0
37,4,2023-04-01 08:28:00,66,73,-7,0 days 00:14:00,14
38,4,2023-04-01 08:14:00,66,73,-7,0 days 00:12:00,12
39,4,2023-04-01 08:02:00,66,75,-9,0 days 00:19:00,19
40,4,2023-04-01 07:43:00,66,75,-9,0 days 00:02:00,2
41,4,2023-04-01 07:41:00,66,75,-9,0 days 00:00:00,0
42,4,2023-04-01 07:41:00,66,75,-9,0 days 00:00:00,0
43,4,2023-04-01 07:41:00,66,76,-10,0 days 00:03:00,3
44,4,2023-04-01 07:38:00,66,76,-10,0 days 00:01:00,1
45,4,2023-04-01 07:37:00,66,76,-10,0 days 00:20:00,20
46,4,2023-04-01 07:17:00,66,76,-10,0 days 00:00:00,0
47,4,2023-04-01 07:17:00,66,76,-10,0 days 00:09:00,9
48,4,2023-04-01 07:08:00,66,76,-10,0 days 00:00:00,0
49,4,2023-04-01 07:08:00,66,76,-10,0 days 00:07:00,7
50,4,2023-04-01 07:01:00,66,76,-10,0 days 00:21:00,21
51,4,2023-04-01 06:40:00,66,76,-10,0 days 00:01:00,1
52,4,2023-04-01 06:39:00,68,76,-8,0 days 00:00:00,0
53,4,2023-04-01 06:39:00,68,76,-8,0 days 00:20:00,20
54,4,2023-04-01 06:19:00,68,76,-8,0 days 00:02:00,2
55,4,2023-04-01 06:17:00,68,76,-8,0 days 00:16:00,16
56,4,2023-04-01 06:01:00,70,76,-6,0 days 00:20:00,20
57,4,2023-04-01 05:41:00,70,79,-9,0 days 00:03:00,3
58,4,2023-04-01 05:38:00,70,79,-9,0 days 00:00:00,0
59,4,2023-04-01 05:38:00,70,79,-9,0 days 00:16:00,16
60,4,2023-04-01 05:22:00,72,79,-7,0 days 00:19:00,19
61,4,2023-04-01 05:03:00,72,81,-9,0 days 00:14:00,14
62,4,2023-04-01 04:49:00,75,81,-6,0 days 00:22:00,22
63,4,2023-04-01 04:27:00,75,83,-8,0 days 00:23:00,23
64,4,2023-04-01 04:04:00,75,83,-8,0 days 00:02:00,2
65,4,2023-04-01 04:02:00,75,83,-8,0 days 00:10:00,10
66,4,2023-04-01 03:52:00,75,83,-8,0 days 00:02:00,2
67,4,2023-04-01 03:50:00,75,83,-8,0 days 00:09:00,9
68,4,2023-04-01 03:41:00,78,83,-5,0 days 00:20:00,20
69,4,2023-04-01 03:21:00,78,83,-5,0 days 00:01:00,1
70,4,2023-04-01 03:20:00,78,83,-5,0 days 00:17:00,17
71,4,2023-04-01 03:03:00,78,83,-5,0 days 00:01:00,1
72,4,2023-04-01 03:02:00,78,83,-5,0 days 00:17:00,17
73,4,2023-04-01 02:45:00,78,83,-5,0 days 00:00:00,0
74,4,2023-04-01 02:45:00,78,83,-5,0 days 00:10:00,10
75,4,2023-04-01 02:35:00,78,83,-5,0 days 00:02:00,2
76,4,2023-04-01 02:33:00,78,83,-5,0 days 00:05:00,5
77,4,2023-04-01 02:28:00,78,83,-5,0 days 00:00:00,0
78,4,2023-04-01 02:28:00,79,83,-4,0 days 00:00:00,0
79,4,2023-04-01 02:28:00,80,83,-3,0 days 00:18:00,18
80,4,2023-04-01 02:10:00,80,83,-3,0 days 00:00:00,0
81,4,2023-04-01 02:10:00,80,84,-4,0 days 00:00:00,0
82,4,2023-04-01 02:10:00,80,85,-5,0 days 00:15:00,15
83,4,2023-04-01 01:55:00,80,85,-5,0 days 00:01:00,1
84,4,2023-04-01 01:54:00,80,85,-5,0 days 00:06:00,6
85,4,2023-04-01 01:48:00,80,85,-5,0 days 00:00:00,0
86,4,2023-04-01 01:48:00,80,85,-5,0 days 00:20:00,20
87,4,2023-04-01 01:28:00,80,85,-5,0 days 00:20:00,20
88,4,2023-04-01 01:08:00,83,85,-2,0 days 00:19:06,19
89,4,2023-04-01 00:48:54,83,85,-2,0 days 00:01:00,1
90,4,2023-04-01 00:47:54,83,85,-2,0 days 00:01:00,1
91,4,2023-04-01 00:46:54,83,85,-2,0 days 00:01:48,1
92,4,2023-04-01 00:45:06,83,85,-2,0 days 00:00:00,0
93,4,2023-04-01 00:45:06,83,86,-3,0 days 00:00:00,0
94,4,2023-04-01 00:45:06,83,87,-4,0 days 00:00:00,0
95,4,2023-04-01 00:45:06,83,87,-4,0 days 00:06:06,6
96,4,2023-04-01 00:39:00,86,87,-1,0 days 00:23:18,23
97,4,2023-04-01 00:15:42,86,87,-1,0 days 00:00:00,0
98,4,2023-04-01 00:15:42,86,87,-1,0 days 00:00:00,0
99,4,2023-04-01 00:15:42,86,87,-1,0 days 00:07:12,7
100,4,2023-04-01 00:08:30,89,87,2,0 days 00:00:00,0
101,4,2023-04-01 00:08:30,89,87,2,0 days 00:06:18,6
102,4,2023-04-01 00:02:12,89,87,2,0 days 00:00:00,0
103,4,2023-04-01 00:02:12,89,89,0,0 days 00:00:00,0
104,4,2023-04-01 00:02:12,89,89,0,0 days 00:01:30,1
105,4,2023-04-01 00:00:42,89,89,0,0 days 00:00:42,0
106,4,2023-04-01 00:00:00,89,89,0,0 days 00:00:00,0
107,4,2023-04-01 00:00:00,89,89,0,-1 days +19:00:00,2020-01-01 00:00:00
0,1OT,2023-04-01 05:00:00,89,89,0,0 days 00:17:00,17
1,1OT,2023-04-01 04:43:00,89,89,0,0 days 00:01:00,1
2,1OT,2023-04-01 04:42:00,89,89,0,0 days 00:18:00,18
3,1OT,2023-04-01 04:24:00,89,89,0,0 days 00:00:00,0
4,1OT,2023-04-01 04:24:00,89,89,0,0 days 00:04:00,4
5,1OT,2023-04-01 04:20:00,92,89,3,0 days 00:14:00,14
6,1OT,2023-04-01 04:06:00,92,89,3,0 days 00:00:00,0
7,1OT,2023-04-01 04:06:00,92,90,2,0 days 00:10:00,10
8,1OT,2023-04-01 03:56:00,92,90,2,0 days 00:13:00,13
9,1OT,2023-04-01 03:43:00,94,90,4,0 days 00:21:00,21
10,1OT,2023-04-01 03:22:00,94,92,2,0 days 00:23:00,23
11,1OT,2023-04-01 02:59:00,96,92,4,0 days 00:16:00,16
12,1OT,2023-04-01 02:43:00,96,95,1,0 days 00:23:00,23
13,1OT,2023-04-01 02:20:00,96,95,1,0 days 00:01:00,1
14,1OT,2023-04-01 02:19:00,96,95,1,0 days 00:13:00,13
15,1OT,2023-04-01 02:06:00,96,98,-2,0 days 00:01:00,1
16,1OT,2023-04-01 02:05:00,96,98,-2,0 days 00:14:00,14
17,1OT,2023-04-01 01:51:00,96,98,-2,0 days 00:02:00,2
18,1OT,2023-04-01 01:49:00,96,98,-2,0 days 00:06:00,6
19,1OT,2023-04-01 01:43:00,96,98,-2,0 days 00:16:00,16
20,1OT,2023-04-01 01:27:00,96,98,-2,0 days 00:01:00,1
21,1OT,2023-04-01 01:26:00,96,98,-2,0 days 00:21:00,21
22,1OT,2023-04-01 01:05:00,96,100,-4,0 days 00:00:00,0
23,1OT,2023-04-01 01:05:00,96,100,-4,0 days 00:00:00,0
24,1OT,2023-04-01 01:05:00,96,100,-4,0 days 00:00:00,0
25,1OT,2023-04-01 01:05:00,96,100,-4,0 days 00:00:00,0
26,1OT,2023-04-01 01:05:00,96,100,-4,0 days 00:00:00,0
27,1OT,2023-04-01 01:05:00,96,100,-4,0 days 00:01:00,1
28,1OT,2023-04-01 01:04:00,96,100,-4,0 days 00:06:18,6
29,1OT,2023-04-01 00:57:42,96,100,-4,0 days 00:00:00,0
30,1OT,2023-04-01 00:57:42,96,100,-4,0 days 00:00:00,0
31,1OT,2023-04-01 00:57:42,96,100,-4,0 days 00:00:00,0
32,1OT,2023-04-01 00:57:42,97,100,-3,0 days 00:06:36,6
33,1OT,2023-04-01 00:51:06,97,100,-3,0 days 00:00:00,0
34,1OT,2023-04-01 00:51:06,97,100,-3,0 days 00:00:00,0
35,1OT,2023-04-01 00:51:06,97,100,-3,0 days 00:00:00,0
36,1OT,2023-04-01 00:51:06,97,101,-4,0 days 00:08:36,8
37,1OT,2023-04-01 00:42:30,99,101,-2,0 days 00:21:00,21
38,1OT,2023-04-01 00:21:30,99,103,-4,0 days 00:00:00,0
39,1OT,2023-04-01 00:21:30,99,103,-4,0 days 00:06:00,6
40,1OT,2023-04-01 00:15:30,101,103,-2,0 days 00:00:00,0
41,1OT,2023-04-01 00:15:30,101,103,-2,0 days 00:00:00,0
42,1OT,2023-04-01 00:15:30,102,103,-1,0 days 00:02:06,2
43,1OT,2023-04-01 00:13:24,102,103,-1,0 days 00:00:00,0
44,1OT,2023-04-01 00:13:24,102,104,-2,0 days 00:00:00,0
45,1OT,2023-04-01 00:13:24,102,105,-3,0 days 00:00:00,0
46,1OT,2023-04-01 00:13:24,102,105,-3,0 days 00:00:00,0
47,1OT,2023-04-01 00:13:24,102,105,-3,0 days 00:00:00,0
48,1OT,2023-04-01 00:13:24,102,105,-3,0 days 00:09:30,9
49,1OT,2023-04-01 00:03:54,105,105,0,0 days 00:00:00,0
50,1OT,2023-04-01 00:03:54,105,105,0,0 days 00:00:00,0
51,1OT,2023-04-01 00:03:54,105,105,0,0 days 00:00:00,0
52,1OT,2023-04-01 00:03:54,105,105,0,0 days 00:02:36,2
53,1OT,2023-04-01 00:01:18,105,105,0,0 days 00:01:06,1
54,1OT,2023-04-01 00:00:12,105,105,0,0 days 00:00:06,0
55,1OT,2023-04-01 00:00:06,105,105,0,0 days 00:00:06,0
56,1OT,2023-04-01 00:00:00,105,105,0,0 days 00:00:00,0
57,1OT,2023-04-01 00:00:00,105,105,0,-1 days +19:00:00,2020-01-01 00:00:00
0,2OT,2023-04-01 05:00:00,105,105,0,0 days 00:16:00,16
1,2OT,2023-04-01 04:44:00,105,105,0,0 days 00:00:00,0
2,2OT,2023-04-01 04:44:00,105,106,-1,0 days 00:00:00,0
3,2OT,2023-04-01 04:44:00,105,107,-2,0 days 00:12:00,12
4,2OT,2023-04-01 04:32:00,105,107,-2,0 days 00:13:00,13
5,2OT,2023-04-01 04:19:00,105,107,-2,0 days 00:01:00,1
6,2OT,2023-04-01 04:18:00,105,107,-2,0 days 00:18:00,18
7,2OT,2023-04-01 04:00:00,105,107,-2,0 days 00:01:00,1
8,2OT,2023-04-01 03:59:00,105,107,-2,0 days 00:14:00,14
9,2OT,2023-04-01 03:45:00,105,107,-2,0 days 00:01:00,1
10,2OT,2023-04-01 03:44:00,105,107,-2,0 days 00:23:00,23
11,2OT,2023-04-01 03:21:00,105,107,-2,0 days 00:02:00,2
12,2OT,2023-04-01 03:19:00,105,107,-2,0 days 00:17:00,17
13,2OT,2023-04-01 03:02:00,105,107,-2,0 days 00:01:00,1
14,2OT,2023-04-01 03:01:00,105,107,-2,0 days 00:00:00,0
15,2OT,2023-04-01 03:01:00,105,107,-2,0 days 00:13:00,13
16,2OT,2023-04-01 02:48:00,107,107,0,0 days 00:24:00,24
17,2OT,2023-04-01 02:24:00,107,107,0,0 days 00:02:00,2
18,2OT,2023-04-01 02:22:00,107,107,0,0 days 00:00:00,0
19,2OT,2023-04-01 02:22:00,107,107,0,0 days 00:22:00,22
20,2OT,2023-04-01 02:00:00,107,109,-2,0 days 00:14:00,14
21,2OT,2023-04-01 01:46:00,107,109,-2,0 days 00:00:00,0
22,2OT,2023-04-01 01:46:00,108,109,-1,0 days 00:00:00,0
23,2OT,2023-04-01 01:46:00,109,109,0,0 days 00:19:00,19
24,2OT,2023-04-01 01:27:00,109,109,0,0 days 00:00:00,0
25,2OT,2023-04-01 01:27:00,109,109,0,0 days 00:00:00,0
26,2OT,2023-04-01 01:27:00,109,109,0,0 days 00:00:00,0
27,2OT,2023-04-01 01:27:00,109,109,0,0 days 00:00:00,0
28,2OT,2023-04-01 01:27:00,109,109,0,0 days 00:00:00,0
29,2OT,2023-04-01 01:27:00,109,109,0,0 days 00:06:00,6
30,2OT,2023-04-01 01:21:00,111,109,2,0 days 00:18:00,18
31,2OT,2023-04-01 01:03:00,111,109,2,0 days 00:01:00,1
32,2OT,2023-04-01 01:02:00,111,109,2,0 days 00:18:06,18
33,2OT,2023-04-01 00:43:54,111,109,2,0 days 00:01:00,1
34,2OT,2023-04-01 00:42:54,111,109,2,0 days 00:13:54,13
35,2OT,2023-04-01 00:29:00,111,111,0,0 days 00:00:00,0
36,2OT,2023-04-01 00:29:00,111,111,0,0 days 00:18:06,18
37,2OT,2023-04-01 00:10:54,111,111,0,0 days 00:01:00,1
38,2OT,2023-04-01 00:09:54,111,111,0,0 days 00:00:36,0
39,2OT,2023-04-01 00:09:18,111,111,0,0 days 00:00:00,0
40,2OT,2023-04-01 00:09:18,111,111,0,0 days 00:03:42,3
41,2OT,2023-04-01 00:05:36,111,111,0,0 days 00:00:00,0
42,2OT,2023-04-01 00:05:36,111,111,0,0 days 00:00:00,0
43,2OT,2023-04-01 00:05:36,111,111,0,0 days 00:03:42,3
44,2OT,2023-04-01 00:01:54,111,111,0,0 days 00:01:24,1
45,2OT,2023-04-01 00:00:30,111,111,0,0 days 00:00:30,0
46,2OT,2023-04-01 00:00:00,111,111,0,0 days 00:00:00,0
47,2OT,2023-04-01 00:00:00,111,111,0,-1 days +19:00:00,2020-01-01 00:00:00
0,3OT,2023-04-01 05:00:00,111,111,0,0 days 00:22:00,22
1,3OT,2023-04-01 04:38:00,111,111,0,0 days 00:01:00,1
2,3OT,2023-04-01 04:37:00,111,111,0,0 days 00:17:00,17
3,3OT,2023-04-01 04:20:00,111,111,0,0 days 00:01:00,1
4,3OT,2023-04-01 04:19:00,111,111,0,0 days 00:17:00,17
5,3OT,2023-04-01 04:02:00,111,113,-2,0 days 00:15:00,15
6,3OT,2023-04-01 03:47:00,111,113,-2,0 days 00:08:00,8
7,3OT,2023-04-01 03:39:00,113,113,0,0 days 00:22:00,22
8,3OT,2023-04-01 03:17:00,113,113,0,0 days 00:01:00,1
9,3OT,2023-04-01 03:16:00,113,113,0,0 days 00:21:00,21
10,3OT,2023-04-01 02:55:00,113,113,0,0 days 00:00:00,0
11,3OT,2023-04-01 02:55:00,113,113,0,0 days 00:20:00,20
12,3OT,2023-04-01 02:35:00,113,113,0,0 days 00:02:00,2
13,3OT,2023-04-01 02:33:00,113,113,0,0 days 00:15:00,15
14,3OT,2023-04-01 02:18:00,113,113,0,0 days 00:02:00,2
15,3OT,2023-04-01 02:16:00,113,113,0,0 days 00:05:00,5
16,3OT,2023-04-01 02:11:00,113,115,-2,0 days 00:03:00,3
17,3OT,2023-04-01 02:08:00,113,115,-2,0 days 00:14:00,14
18,3OT,2023-04-01 01:54:00,115,115,0,0 days 00:11:00,11
19,3OT,2023-04-01 01:43:00,115,115,0,0 days 00:05:00,5
20,3OT,2023-04-01 01:38:00,115,118,-3,0 days 00:15:00,15
21,3OT,2023-04-01 01:23:00,115,118,-3,0 days 00:01:00,1
22,3OT,2023-04-01 01:22:00,115,118,-3,0 days 00:14:00,14
23,3OT,2023-04-01 01:08:00,115,120,-5,0 days 00:00:00,0
24,3OT,2023-04-01 01:08:00,115,120,-5,0 days 00:11:12,11
25,3OT,2023-04-01 00:56:48,118,120,-2,0 days 00:21:54,21
26,3OT,2023-04-01 00:34:54,118,120,-2,0 days 00:01:00,1
27,3OT,2023-04-01 00:33:54,118,120,-2,0 days 00:19:00,19
28,3OT,2023-04-01 00:14:54,118,120,-2,0 days 00:00:00,0
29,3OT,2023-04-01 00:14:54,118,121,-3,0 days 00:00:00,0
30,3OT,2023-04-01 00:14:54,118,121,-3,0 days 00:00:30,0
31,3OT,2023-04-01 00:14:24,118,121,-3,0 days 00:00:00,0
32,3OT,2023-04-01 00:14:24,118,121,-3,0 days 00:00:00,0
33,3OT,2023-04-01 00:14:24,118,121,-3,0 days 00:00:00,0
34,3OT,2023-04-01 00:14:24,118,121,-3,0 days 00:02:36,2
35,3OT,2023-04-01 00:11:48,118,121,-3,0 days 00:01:54,1
36,3OT,2023-04-01 00:09:54,118,121,-3,0 days 00:01:30,1
37,3OT,2023-04-01 00:08:24,118,121,-3,0 days 00:02:36,2
38,3OT,2023-04-01 00:05:48,118,121,-3,0 days 00:01:00,1
39,3OT,2023-04-01 00:04:48,118,121,-3,0 days 00:00:00,0
40,3OT,2023-04-01 00:04:48,118,121,-3,0 days 00:00:00,0
41,3OT,2023-04-01 00:04:48,118,122,-4,0 days 00:00:00,0
42,3OT,2023-04-01 00:04:48,118,122,-4,0 days 00:00:00,0
43,3OT,2023-04-01 00:04:48,118,123,-5,0 days 00:04:42,4
44,3OT,2023-04-01 00:00:06,121,123,-2,0 days 00:00:06,0
45,3OT,2023-04-01 00:00:00,121,123,-2,,2020-01-01 00:00:00
